"","A","B","C"
"4297",1,1,1
"4298",1,1,1
"4299",0,1,1
"4300",0,1,1
"4301",1,0,1
"4302",0,1,1
"4303",1,1,1
"4304",0,0,0
"4305",1,0,0
"4306",0,0,0
"4307",1,0,1
"4308",1,0,1
"4309",0,0,0
"4310",0,1,1
"4311",0,1,1
"4312",0,1,1
"4313",0,1,1
"4314",1,1,1
"4315",0,0,0
"4316",0,1,1
"4317",1,1,1
"4318",1,1,1
"4319",1,1,1
"4320",0,0,0
"4321",1,1,1
"4322",1,1,1
"4323",0,1,1
"4324",1,1,1
"4325",0,1,0
"4326",1,1,1
"4327",0,1,0
"4328",1,1,1
"4329",0,1,1
"4330",0,0,0
"4331",1,0,1
"4332",1,0,1
"4333",1,1,1
"4334",1,1,1
"4335",1,0,1
"4336",1,1,1
"4337",1,1,1
"4338",0,0,0
"4339",1,1,1
"4340",1,1,0
"4341",1,1,1
"4342",1,1,1
"4343",1,1,1
"4344",1,1,1
"4345",1,1,1
"4346",1,1,1
"4347",0,1,0
"4348",0,1,0
"4349",1,1,1
"4350",0,1,0
"4351",1,1,1
"4352",1,1,1
"4353",0,0,0
"4354",1,1,1
"4355",1,1,1
"4356",1,1,1
"4357",1,1,1
"4358",0,1,1
"4359",0,1,1
"4360",0,0,1
"4361",0,0,0
"4362",0,0,0
"4363",0,0,0
"4364",1,1,1
"4365",1,1,1
"4366",0,0,0
"4367",1,1,1
"4368",1,1,1
"4369",1,0,1
"4370",1,0,0
"4371",0,0,0
"4372",1,1,1
"4373",1,1,1
"4374",1,1,1
"4375",1,1,1
"4376",0,1,1
"4377",1,1,1
"4378",0,1,1
"4379",1,1,1
"4380",1,1,1
"4381",1,0,1
"4382",0,0,1
"4383",0,0,0
"4384",1,0,0
"4385",1,0,1
"4386",1,1,1
"4387",1,0,1
"4388",1,1,1
"4389",0,0,0
"4390",0,1,1
"4391",0,1,1
"4392",1,1,1
"4393",1,1,1
"4394",1,0,1
"4395",1,1,1
"4396",1,1,1
"4397",0,0,0
"4398",1,1,1
"4399",1,1,1
"4400",0,0,0
"4401",0,0,1
"4402",1,1,1
"4403",0,1,1
"4404",1,1,1
"4405",1,1,1
"4406",0,1,1
"4407",0,1,1
"4408",1,1,1
"4409",0,1,1
"4410",1,1,1
"4411",1,1,1
"4412",0,1,0
"4413",1,1,1
"4414",0,0,0
"4415",1,1,1
"4416",1,1,1
"4417",1,1,1
"4418",1,0,1
"4419",1,1,1
"4420",0,0,0
"4421",0,1,1
"4422",0,0,0
"4423",0,1,0
"4424",0,1,0
"4425",0,0,0
"4426",1,1,1
"4427",1,1,1
"4428",1,1,1
"4429",0,1,1
"4430",1,0,1
"4431",1,1,1
"4432",1,1,1
"4433",1,1,1
"4434",1,1,1
"4435",1,1,1
"4436",1,0,1
"4437",0,0,0
"4438",0,1,1
"4439",1,1,1
"4440",1,1,1
"4441",1,1,1
"4442",1,0,0
"4443",1,1,1
"4444",1,0,1
"4445",0,0,1
"4446",1,0,1
"4447",0,1,0
"4448",1,0,1
"4449",0,1,0
"4450",1,0,1
"4451",0,0,0
"4452",1,1,1
"4453",0,1,1
"4454",1,1,1
"4455",0,1,1
"4456",1,1,1
"4457",0,0,0
"4458",1,0,1
"4459",1,1,1
"4460",1,1,1
"4461",1,1,1
"4462",1,1,1
"4463",1,1,1
"4464",1,1,1
"4465",1,1,1
"4466",0,1,1
"4467",1,1,1
"4468",0,0,0
"4469",0,1,0
"4470",1,1,1
"4471",1,1,0
"4472",0,0,1
"4473",0,0,0
"4474",1,1,1
"4475",1,1,1
"4476",0,0,0
"4477",1,1,1
"4478",1,1,1
"4479",1,1,1
"4480",1,1,1
"4481",0,1,0
"4482",0,1,1
"4483",1,1,1
"4484",0,0,0
"4485",1,0,1
"4486",0,0,1
"4487",1,1,1
"4488",1,1,1
"4489",1,1,1
"4490",1,1,1
"4491",0,0,0
"4492",1,1,1
"4493",1,1,1
"4494",0,1,1
"4495",1,1,1
"4496",1,1,1
"4497",1,1,1
"4498",1,1,1
"4499",1,1,1
"4500",1,1,1
"4501",1,1,1
"4502",1,1,1
"4503",0,0,0
"4504",0,1,1
"4505",0,0,0
"4506",0,1,1
"4507",1,1,1
"4508",0,0,0
"4509",1,1,1
"4510",1,0,1
"4511",1,1,0
"4512",0,0,0
"4513",0,0,1
"4514",1,1,1
"4515",0,0,0
"4516",1,1,1
"4517",1,1,1
"4518",0,0,0
"4519",0,0,0
"4520",0,0,1
"4521",0,1,0
"4522",0,1,0
"4523",0,1,0
"4524",1,1,1
"4525",0,0,0
"4526",1,0,1
"4527",1,1,1
"4528",1,0,1
"4529",0,0,0
"4530",1,0,1
"4531",1,0,1
"4532",0,0,0
"4533",0,0,0
"4534",1,0,1
"4535",1,1,1
"4536",1,1,1
"4537",0,1,1
"4538",1,1,1
"4539",0,0,0
"4540",0,0,0
"4541",0,0,0
"4542",1,0,0
"4543",1,1,1
"4544",1,1,1
"4545",0,0,0
"4546",0,0,0
"4547",1,1,1
"4548",1,1,1
"4549",1,1,1
"4550",1,1,1
"4551",0,1,1
"4552",0,0,1
"4553",1,1,1
"4554",0,1,0
"4555",0,0,0
"4556",1,1,1
"4557",1,1,1
"4558",1,1,1
"4559",1,1,1
"4560",1,1,1
"4561",1,0,1
"4562",0,0,0
"4563",0,0,0
"4564",1,0,1
"4565",1,1,1
"4566",1,1,1
"4567",0,0,0
"4568",1,0,1
"4569",0,0,0
"4570",1,0,0
"4571",0,1,1
"4572",0,0,0
"4573",0,1,1
"4574",1,1,1
"4575",1,1,1
"4576",1,1,1
"4577",1,1,1
"4578",0,0,0
"4579",1,0,1
"4580",1,1,1
"4581",1,1,1
"4582",0,0,0
"4583",1,1,1
"4584",1,0,1
"4585",1,0,1
"4586",1,1,1
"4587",0,0,0
"4588",1,1,1
"4589",1,1,1
"4590",1,1,1
"4591",0,1,0
"4592",1,0,1
"4593",0,0,0
"4594",1,1,1
"4595",0,0,0
"4596",1,0,1
"4597",0,0,0
"4598",0,0,1
"4599",0,1,0
"4600",1,1,1
"4601",0,0,0
"4602",1,1,1
"4603",1,1,1
"4604",0,1,0
"4605",1,1,1
"4606",0,0,0
"4607",1,1,1
"4608",0,1,1
"4609",0,0,0
"4610",0,0,0
"4611",0,0,0
"4612",0,1,1
"4613",1,1,1
"4614",1,1,1
"4615",0,1,1
"4616",0,0,0
"4617",1,1,1
"4618",0,0,0
"4619",0,1,1
"4620",1,1,1
"4621",1,1,1
"4622",1,1,1
"4623",0,0,1
"4624",0,0,0
"4625",1,1,1
"4626",0,0,0
"4627",0,0,0
"4628",1,0,1
"4629",1,0,1
"4630",1,0,1
"4631",1,1,1
"4632",1,1,1
"4633",1,1,1
"4634",1,1,1
"4635",1,1,1
"4636",1,1,1
"4637",1,1,1
"4638",1,1,1
"4639",1,1,1
"4640",1,1,1
"4641",1,0,0
"4642",0,1,1
"4643",1,1,1
"4644",0,0,1
"4645",1,1,1
"4646",1,1,1
"4647",1,0,0
"4648",0,1,1
"4649",1,1,1
"4650",1,1,1
"4651",0,1,1
"4652",1,1,1
"4653",0,0,0
"4654",1,0,1
"4655",0,0,0
"4656",1,1,1
"4657",1,1,1
"4658",0,1,1
"4659",0,0,0
"4660",1,0,1
"4661",0,0,0
"4662",0,0,0
"4663",1,1,1
"4664",1,1,1
"4665",0,1,0
"4666",1,0,0
"4667",0,1,0
"4668",1,0,1
"4669",1,0,1
"4670",0,1,1
"4671",1,1,1
"4672",1,1,1
"4673",0,1,1
"4674",1,1,1
"4675",1,1,1
"4676",0,1,1
"4677",0,0,0
"4678",0,1,0
"4679",1,0,1
"4680",1,1,1
"4681",1,0,0
"4682",1,1,1
"4683",0,0,0
"4684",1,1,1
"4685",1,1,1
"4686",0,1,1
"4687",0,0,0
"4688",1,1,1
"4689",1,1,0
"4690",1,0,1
"4691",1,0,1
"4692",0,1,1
"4693",1,1,1
"4694",1,1,1
"4695",1,1,1
"4696",1,0,1
"4697",1,1,1
"4698",0,0,0
"4699",0,0,0
"4700",1,1,1
"4701",0,0,0
"4702",0,0,0
"4703",1,1,1
"4704",0,0,0
"4705",0,0,0
"4706",1,1,1
"4707",0,1,1
"4708",0,0,0
"4709",1,1,1
"4710",1,0,0
"4711",0,1,1
"4712",0,1,1
"4713",0,0,0
"4714",0,1,1
"4715",0,1,1
"4716",0,1,1
"4717",1,1,1
"4718",0,1,1
"4719",0,1,0
"4720",1,1,1
"4721",1,1,1
"4722",1,1,1
"4723",1,1,1
"4724",0,1,1
"4725",1,0,1
"4726",1,1,1
"4727",1,1,1
"4728",0,0,1
"4729",1,1,1
"4730",1,1,1
"4731",0,1,1
"4732",1,1,1
"4733",1,0,0
"4734",0,0,0
"4735",1,0,1
"4736",0,1,1
"4737",1,1,1
"4738",1,1,1
"4739",1,1,1
"4740",0,1,1
"4741",1,1,1
"4742",1,1,1
"4743",1,1,1
"4744",1,0,1
"4745",1,1,1
"4746",1,1,1
"4747",1,1,1
"4748",1,1,1
"4749",1,1,1
"4750",1,1,1
"4751",1,1,1
"4752",1,1,1
"4753",0,0,0
"4754",1,1,1
"4755",1,0,0
"4756",0,1,1
"4757",1,1,1
"4758",1,1,1
"4759",1,1,1
"4760",1,1,1
"4761",1,1,1
"4762",1,1,1
"4763",1,0,0
"4764",1,0,1
"4765",0,0,0
"4766",1,1,1
"4767",0,0,0
"4768",1,0,1
"4769",1,0,0
"4770",0,1,1
"4771",1,1,1
"4772",1,0,1
"4773",0,0,0
"4774",1,1,1
"4775",0,0,0
"4776",1,0,1
"4777",1,1,1
"4778",1,1,1
"4779",0,0,0
"4780",1,1,1
"4781",1,1,1
"4782",1,1,1
"4783",1,1,1
"4784",1,1,1
"4785",1,1,0
"4786",1,1,1
"4787",1,1,1
"4788",1,1,1
"4789",1,1,1
"4790",1,1,1
"4791",1,1,1
"4792",1,1,1
"4793",0,1,0
"4794",0,0,1
"4795",1,1,1
"4796",0,1,1
"4797",1,0,1
"4798",0,1,1
"4799",0,0,0
"4800",0,1,1
"4801",1,1,1
"4802",0,1,1
"4803",1,0,0
"4804",1,1,1
"4805",0,0,0
"4806",0,1,1
"4807",1,1,1
"4808",1,0,1
"4809",0,0,1
"4810",0,1,1
"4811",0,0,0
"4812",0,0,0
"4813",1,1,1
"4814",0,0,0
"4815",0,0,0
"4816",0,1,1
"4817",0,0,0
"4818",0,1,1
"4819",1,1,1
"4820",0,0,1
"4821",1,1,0
"4822",0,0,0
"4823",1,1,1
"4824",0,0,0
"4825",1,1,1
"4826",1,1,1
"4827",0,1,1
"4828",1,1,1
"4829",1,1,1
"4830",1,1,1
"4831",1,0,1
"4832",1,1,1
"4833",0,1,1
"4834",0,0,0
"4835",1,0,0
"4836",1,1,1
"4837",0,0,0
"4838",1,1,1
"4839",1,0,1
"4840",0,1,1
"4841",0,0,0
"4842",1,0,1
"4843",1,1,1
"4844",1,0,0
"4845",1,1,1
"4846",1,1,1
"4847",1,1,1
"4848",0,0,0
"4849",0,1,1
"4850",1,1,1
"4851",1,1,1
"4852",0,1,1
"4853",1,0,1
"4854",1,1,1
"4855",0,1,1
"4856",1,0,1
"4857",1,1,1
"4858",1,0,1
"4859",1,1,1
"4860",1,1,1
"4861",0,0,0
"4862",1,0,0
"4863",1,1,1
"4864",0,1,1
"4865",1,1,1
"4866",1,1,1
"4867",1,1,1
"4868",1,1,1
"4869",1,0,0
"4870",1,1,1
"4871",0,1,0
"4872",1,1,1
"4873",1,1,1
"4874",1,0,1
"4875",0,0,0
"4876",0,1,0
"4877",1,0,1
"4878",0,0,0
"4879",1,0,1
"4880",0,1,1
"4881",1,1,1
"4882",0,0,0
"4883",1,0,0
"4884",0,1,1
"4885",0,1,1
"4886",1,1,1
"4887",1,1,1
"4888",0,1,1
"4889",1,1,1
"4890",1,1,1
"4891",1,1,1
"4892",0,1,1
"4893",0,1,1
"4894",0,1,1
"4895",1,0,0
"4896",1,0,0
"4897",1,0,1
"4898",1,1,1
"4899",1,1,1
"4900",1,1,1
"4901",0,0,0
"4902",1,0,1
"4903",0,0,1
"4904",0,0,0
"4905",0,0,0
"4906",1,1,1
"4907",1,1,1
"4908",1,1,1
"4909",1,1,1
"4910",0,1,1
"4911",1,1,1
"4912",1,0,1
"4913",0,0,0
"4914",1,1,0
"4915",1,1,1
"4916",1,1,1
"4917",1,1,1
"4918",1,1,1
"4919",0,1,0
"4920",1,1,1
"4921",0,0,0
"4922",1,1,1
"4923",1,1,1
"4924",0,0,0
"4925",0,1,1
"4926",1,1,1
"4927",1,1,1
"4928",0,1,1
"4929",0,0,1
"4930",1,1,1
"4931",1,0,0
"4932",1,0,1
"4933",0,0,0
"4934",0,1,1
"4935",1,1,1
"4936",0,0,1
"4937",1,1,1
"4938",1,1,1
"4939",0,0,0
"4940",0,0,0
"4941",1,1,1
"4942",1,1,1
"4943",0,0,1
"4944",1,1,1
"4945",0,0,0
"4946",1,1,1
"4947",1,1,1
"4948",1,1,1
"4949",1,1,1
"4950",0,1,0
"4951",1,1,0
"4952",0,1,1
"4953",0,1,1
"4954",0,1,0
"4955",1,1,1
"4956",1,0,0
"4957",1,1,1
"4958",1,1,1
"4959",0,0,0
"4960",1,1,1
"4961",0,0,0
"4962",1,1,1
"4963",0,1,1
"4964",1,0,1
"4965",1,0,1
"4966",1,1,1
"4967",1,1,1
"4968",0,0,0
"4969",1,1,1
"4970",0,0,0
"4971",0,0,0
"4972",1,1,1
"4973",1,1,1
"4974",0,1,1
"4975",0,1,0
"4976",1,1,1
"4977",0,1,0
"4978",0,1,0
"4979",0,1,0
"4980",0,0,0
"4981",0,1,1
"4982",1,0,0
"4983",0,0,0
"4984",0,1,1
"4985",0,0,1
"4986",1,1,1
"4987",0,0,0
"4988",1,1,0
"4989",0,1,1
"4990",1,1,1
"4991",1,1,1
"4992",1,1,1
"4993",1,1,1
"4994",1,1,1
"4995",1,1,1
"4996",0,1,1
"4997",0,0,0
"4998",1,1,1
"4999",1,0,0
"5000",1,1,1
"5001",1,1,1
"5002",1,1,1
"5003",0,0,0
"5004",1,1,1
"5005",1,1,1
"5006",1,1,1
"5007",0,0,0
"5008",1,1,1
"5009",0,0,0
"5010",1,1,1
"5011",0,1,0
"5012",1,1,1
"5013",1,1,1
"5014",1,1,1
"5015",0,0,0
"5016",0,1,0
"5017",0,1,1
"5018",1,1,1
"5019",1,1,1
"5020",0,1,1
"5021",1,0,0
"5022",1,1,1
"5023",1,0,0
"5024",0,0,0
"5025",1,1,1
"5026",1,1,1
"5027",1,1,1
"5028",0,0,0
"5029",1,0,1
"5030",0,1,1
"5031",0,0,0
"5032",0,0,0
"5033",1,1,1
"5034",0,1,0
"5035",1,1,1
"5036",1,1,1
"5037",0,0,0
"5038",1,1,1
"5039",1,0,0
"5040",1,1,0
"5041",1,1,1
"5042",0,1,1
"5043",0,0,0
"5044",0,0,0
"5045",1,1,1
"5046",1,0,1
"5047",1,0,1
"5048",1,0,0
"5049",0,0,0
"5050",0,0,0
"5051",1,1,1
"5052",1,1,1
"5053",0,0,0
"5054",1,1,1
"5055",1,1,1
"5056",1,1,1
"5057",1,1,1
"5058",1,1,1
"5059",1,1,1
"5060",1,0,0
"5061",0,0,0
"5062",1,1,1
"5063",0,0,0
"5064",0,1,0
"5065",1,1,1
"5066",0,0,0
"5067",0,0,0
"5068",1,0,1
"5069",1,1,1
"5070",1,1,1
"5071",1,1,1
"5072",1,1,1
"5073",1,1,1
"5074",1,0,1
"5075",0,0,0
"5076",1,0,1
"5077",0,0,0
"5078",0,1,0
"5079",1,0,1
"5080",1,1,1
"5081",1,1,1
"5082",0,1,1
"5083",1,1,1
"5084",0,1,0
"5085",1,1,1
"5086",1,1,1
"5087",1,1,1
"5088",0,0,0
"5089",1,1,1
"5090",0,1,0
"5091",0,0,0
"5092",0,1,1
"5093",1,1,1
"5094",1,1,1
"5095",1,1,1
"5096",1,1,1
"5097",0,1,0
"5098",1,0,1
"5099",1,1,1
"5100",1,0,1
"5101",1,1,1
"5102",1,1,1
"5103",1,1,1
"5104",0,0,0
"5105",1,1,1
"5106",1,0,1
"5107",1,1,1
"5108",1,0,1
"5109",0,1,1
"5110",0,0,0
"5111",1,1,1
"5112",1,1,1
"5113",0,1,1
"5114",1,1,1
"5115",1,1,1
"5116",1,1,1
"5117",0,0,0
"5118",1,1,1
"5119",0,0,0
"5120",0,1,1
"5121",1,0,1
"5122",1,1,1
"5123",0,1,1
"5124",0,0,0
"5125",1,1,1
"5126",1,0,1
"5127",1,1,1
"5128",1,1,1
"5129",1,1,1
"5130",1,0,1
"5131",0,0,0
"5132",1,1,1
"5133",1,0,1
"5134",1,0,1
"5135",1,0,0
"5136",1,1,1
"5137",0,1,1
"5138",1,1,1
"5139",1,1,1
"5140",1,0,1
"5141",1,1,1
"5142",0,0,0
"5143",1,0,1
"5144",0,0,0
"5145",0,0,0
"5146",0,0,0
"5147",1,0,1
"5148",0,0,0
"5149",1,1,1
"5150",0,1,0
"5151",1,1,1
"5152",1,0,1
"5153",0,0,0
"5154",1,0,0
"5155",0,0,0
"5156",1,1,1
"5157",0,1,0
"5158",0,1,1
"5159",1,0,1
"5160",0,0,0
"5161",1,1,1
"5162",1,1,1
"5163",1,0,1
"5164",1,1,1
"5165",0,0,0
"5166",1,1,1
"5167",1,1,1
"5168",1,1,1
"5169",1,0,1
"5170",1,1,1
"5171",1,0,1
"5172",1,1,1
"5173",1,1,1
"5174",1,1,1
"5175",1,1,1
"5176",1,1,1
"5177",0,0,0
"5178",0,0,0
"5179",0,1,1
"5180",1,0,1
"5181",1,1,0
"5182",1,1,1
"5183",0,0,0
"5184",0,0,0
"5185",1,0,1
"5186",1,0,1
"5187",1,0,0
"5188",0,0,0
"5189",1,0,0
"5190",1,1,1
"5191",0,0,0
"5192",0,1,1
"5193",1,1,1
"5194",0,1,1
"5195",0,1,1
"5196",1,1,1
"5197",0,0,0
"5198",0,1,0
"5199",0,1,1
"5200",1,0,0
"5201",1,1,1
"5202",0,1,1
"5203",0,0,0
"5204",1,1,1
"5205",1,1,1
"5206",1,0,1
"5207",1,1,1
"5208",1,0,0
"5209",1,1,1
"5210",0,0,0
"5211",1,0,1
"5212",1,1,1
"5213",1,0,1
"5214",0,1,1
"5215",1,1,0
"5216",0,0,0
"5217",0,0,0
"5218",1,1,1
"5219",1,1,1
"5220",1,1,1
"5221",1,1,1
"5222",0,1,1
"5223",0,0,0
"5224",1,1,1
"5225",1,1,1
"5226",1,1,1
"5227",1,1,1
"5228",0,1,1
"5229",1,1,1
"5230",1,1,1
"5231",1,1,1
"5232",1,1,1
"5233",0,0,0
"5234",1,1,1
"5235",1,1,1
"5236",1,1,1
"5237",0,0,0
"5238",0,0,0
"5239",0,1,1
"5240",0,0,0
"5241",0,1,1
"5242",0,0,0
"5243",0,0,1
"5244",1,1,1
"5245",1,1,1
"5246",1,0,1
"5247",0,1,0
"5248",0,0,1
"5249",1,1,1
"5250",0,0,0
"5251",1,1,1
"5252",1,0,0
"5253",1,1,1
"5254",1,0,1
"5255",0,1,0
"5256",1,0,0
"5257",1,0,1
"5258",1,1,1
"5259",0,0,0
"5260",0,0,0
"5261",1,0,1
"5262",0,0,0
"5263",1,1,1
"5264",1,0,1
"5265",1,1,1
"5266",1,1,1
"5267",0,0,0
"5268",1,1,1
"5269",0,0,0
"5270",1,0,1
"5271",1,1,1
"5272",1,1,1
"5273",0,1,1
"5274",0,1,1
"5275",0,0,0
"5276",0,1,1
"5277",1,1,1
"5278",1,0,1
"5279",1,1,1
"5280",1,1,1
"5281",1,1,1
"5282",0,0,0
"5283",1,1,1
"5284",1,1,1
"5285",0,0,0
"5286",1,1,1
"5287",1,1,1
"5288",1,1,1
"5289",1,1,1
"5290",1,1,1
"5291",1,0,1
"5292",1,1,1
"5293",1,1,1
"5294",0,0,0
"5295",1,0,0
"5296",1,1,1
"5297",1,0,1
"5298",1,1,1
"5299",1,0,1
"5300",1,1,1
"5301",1,1,1
"5302",1,1,1
"5303",0,1,1
"5304",1,1,1
"5305",0,1,1
"5306",1,1,1
"5307",1,1,1
"5308",1,1,1
"5309",1,1,0
"5310",0,0,1
"5311",0,1,1
"5312",0,1,1
"5313",1,1,0
"5314",1,1,1
"5315",1,1,1
"5316",1,1,1
"5317",1,1,1
"5318",1,1,1
"5319",0,1,1
"5320",1,0,1
"5321",0,0,0
"5322",0,1,0
"5323",1,1,1
"5324",1,1,1
"5325",1,1,1
"5326",1,0,1
"5327",1,1,1
"5328",1,1,1
"5329",1,0,0
"5330",0,1,0
"5331",0,1,1
"5332",0,1,1
"5333",0,0,0
"5334",1,0,1
"5335",0,1,0
"5336",1,0,1
"5337",1,0,1
"5338",0,1,1
"5339",1,1,1
"5340",1,0,1
"5341",0,0,0
"5342",1,0,1
"5343",0,0,0
"5344",1,0,1
"5345",1,1,1
"5346",1,1,1
"5347",1,1,0
"5348",0,0,0
"5349",1,1,1
"5350",0,1,1
"5351",1,0,1
"5352",0,1,0
"5353",1,1,1
"5354",1,1,1
"5355",1,1,1
"5356",1,1,1
"5357",0,0,0
"5358",1,1,1
"5359",1,1,0
"5360",1,1,1
"5361",0,0,0
"5362",1,0,1
"5363",1,1,1
"5364",1,1,1
"5365",0,0,1
"5366",0,0,0
"5367",0,1,0
"5368",1,0,1
"5369",1,1,1
"5370",0,0,0
"5371",0,1,1
"5372",0,0,1
"5373",1,1,1
"5374",1,1,1
"5375",1,1,1
"5376",1,1,1
"5377",1,1,1
"5378",1,0,1
"5379",0,1,1
"5380",0,0,1
"5381",1,1,1
"5382",1,1,1
"5383",0,1,1
"5384",0,0,0
"5385",1,1,1
"5386",1,1,1
"5387",1,1,1
"5388",1,1,1
"5389",1,1,1
"5390",1,1,1
"5391",1,1,1
"5392",1,1,1
"5393",1,1,1
"5394",1,1,1
"5395",1,0,1
"5396",1,0,1
"5397",0,0,1
"5398",1,1,1
"5399",0,0,0
"5400",0,1,1
"5401",1,1,1
"5402",0,1,1
"5403",0,0,0
"5404",1,1,1
"5405",0,0,0
"5406",0,0,0
"5407",1,1,1
"5408",0,0,0
"5409",1,0,1
"5410",1,1,1
"5411",1,1,1
"5412",0,0,1
"5413",1,0,1
"5414",0,0,0
"5415",1,1,1
"5416",0,0,0
"5417",1,1,1
"5418",0,1,0
"5419",0,0,0
"5420",0,0,1
"5421",1,1,1
"5422",1,0,0
"5423",1,1,1
"5424",0,0,0
"5425",1,1,1
"5426",1,1,1
"5427",1,0,1
"5428",0,1,1
"5429",1,1,1
"5430",1,1,1
"5431",0,1,1
"5432",1,0,1
"5433",0,1,1
"5434",1,1,1
"5435",1,1,1
"5436",1,0,1
"5437",1,1,1
"5438",1,1,1
"5439",0,0,0
"5440",0,1,0
"5441",1,1,1
"5442",1,0,0
"5443",0,1,1
"5444",1,1,1
"5445",1,1,1
"5446",1,1,1
"5447",0,0,0
"5448",0,1,0
"5449",0,0,0
"5450",1,1,1
"5451",1,1,1
"5452",0,0,0
"5453",1,1,1
"5454",0,0,0
"5455",1,1,1
"5456",0,1,0
"5457",1,1,1
"5458",1,0,1
"5459",1,1,1
"5460",0,0,1
"5461",0,1,1
"5462",1,0,0
"5463",1,1,1
"5464",1,1,1
"5465",1,1,1
"5466",0,0,0
"5467",1,1,1
"5468",1,1,0
"5469",0,0,0
"5470",1,1,1
"5471",1,1,0
"5472",0,1,1
"5473",0,1,1
"5474",1,0,1
"5475",1,0,1
"5476",0,1,1
"5477",1,1,1
"5478",1,0,1
"5479",0,0,0
"5480",1,1,1
"5481",0,1,1
"5482",0,0,1
"5483",1,0,1
"5484",1,1,1
"5485",0,0,0
"5486",1,0,1
"5487",0,1,0
"5488",0,0,0
"5489",1,0,1
"5490",1,1,1
"5491",1,1,1
"5492",0,1,0
"5493",1,1,1
"5494",1,1,1
"5495",1,1,1
"5496",1,1,1
"5497",0,0,0
"5498",0,1,1
"5499",1,1,1
"5500",1,0,1
"5501",1,1,1
"5502",1,1,1
"5503",1,0,0
"5504",1,1,1
"5505",0,0,0
"5506",0,0,0
"5507",0,0,0
"5508",0,0,0
"5509",1,1,1
"5510",1,1,1
"5511",0,0,0
"5512",1,1,1
"5513",1,0,1
"5514",1,0,0
"5515",0,0,0
"5516",1,1,1
"5517",0,1,1
"5518",0,0,1
"5519",1,1,1
"5520",1,1,1
"5521",1,0,1
"5522",1,1,1
"5523",1,0,1
"5524",1,0,1
"5525",0,0,1
"5526",0,0,0
"5527",1,0,1
"5528",1,1,1
"5529",0,1,1
"5530",0,1,0
"5531",0,0,0
"5532",1,0,1
"5533",1,1,1
"5534",1,1,1
"5535",0,1,0
"5536",0,0,0
"5537",1,1,1
"5538",1,1,1
"5539",1,1,1
"5540",1,0,1
"5541",1,1,1
"5542",1,0,1
"5543",1,1,1
"5544",1,1,1
"5545",1,1,1
"5546",1,0,1
"5547",0,0,0
"5548",1,0,1
"5549",1,1,1
"5550",0,1,0
"5551",1,1,1
"5552",1,1,1
"5553",0,1,0
"5554",1,1,1
"5555",1,1,1
"5556",1,0,1
"5557",1,1,1
"5558",1,1,1
"5559",0,0,0
"5560",0,1,1
"5561",0,1,1
"5562",0,0,0
"5563",1,1,1
"5564",0,1,0
"5565",1,1,1
"5566",1,1,1
"5567",0,0,0
"5568",0,1,1
"5569",0,0,0
"5570",0,0,0
"5571",1,1,1
"5572",1,0,1
"5573",1,0,1
"5574",0,1,1
"5575",0,0,0
"5576",0,1,0
"5577",0,1,1
"5578",1,1,1
"5579",1,1,1
"5580",1,0,1
"5581",1,1,1
"5582",1,1,1
"5583",1,1,1
"5584",0,0,0
"5585",1,1,1
"5586",0,0,0
"5587",0,0,0
"5588",1,1,1
"5589",1,1,1
"5590",1,0,1
"5591",1,1,1
"5592",1,1,1
"5593",1,1,1
"5594",1,1,1
"5595",1,0,1
"5596",1,1,1
"5597",0,0,0
"5598",0,1,1
"5599",0,1,1
"5600",1,1,1
"5601",0,1,1
"5602",1,0,0
"5603",1,1,1
"5604",1,1,1
"5605",0,0,0
"5606",0,0,0
"5607",1,1,1
"5608",0,0,0
"5609",1,1,1
"5610",1,1,1
"5611",0,0,0
"5612",0,1,0
"5613",0,0,0
"5614",1,1,1
"5615",1,1,1
"5616",1,1,1
"5617",0,0,0
"5618",1,1,1
"5619",0,0,0
"5620",0,0,0
"5621",0,0,1
"5622",1,1,1
"5623",0,1,0
"5624",1,0,1
"5625",1,1,1
"5626",0,0,0
"5627",1,0,1
"5628",1,0,1
"5629",0,0,0
"5630",0,1,1
"5631",0,0,0
"5632",1,1,0
"5633",1,0,0
"5634",0,1,1
"5635",0,0,0
"5636",1,1,1
"5637",1,0,1
"5638",1,1,1
"5639",1,1,1
"5640",1,0,1
"5641",0,0,0
"5642",0,0,0
"5643",0,0,0
"5644",1,1,1
"5645",0,0,0
"5646",1,0,0
"5647",1,1,1
"5648",0,1,1
"5649",1,1,1
"5650",1,1,1
"5651",1,1,1
"5652",0,0,0
"5653",0,1,1
"5654",1,1,1
"5655",1,0,1
"5656",0,0,0
"5657",1,1,1
"5658",0,1,0
"5659",1,1,1
"5660",0,0,0
"5661",0,0,0
"5662",0,0,0
"5663",0,0,0
"5664",0,0,1
"5665",1,0,0
"5666",0,1,1
"5667",1,0,1
"5668",0,0,0
"5669",0,1,0
"5670",0,0,0
"5671",1,0,0
"5672",1,1,1
"5673",0,1,1
"5674",1,1,1
"5675",1,0,0
"5676",1,1,1
"5677",0,1,1
"5678",0,1,1
"5679",1,0,0
"5680",0,1,0
"5681",1,1,1
"5682",1,1,1
"5683",1,1,1
"5684",0,1,1
"5685",1,0,1
"5686",1,1,1
"5687",0,1,1
"5688",0,1,1
"5689",1,1,1
"5690",1,0,0
"5691",1,1,1
"5692",1,0,0
"5693",0,1,1
"5694",0,0,0
"5695",1,1,1
